node,swname,cam_id,cam_ip
NODE-FO-09,FO3.3-S1.3,044636637722100006,10.55.13.187
NODE-FO-09,FO3.3-S1.3,044636637708100151,10.55.13.188
NODE-FO-09,FO3.3-S1.3,044636637722100014,10.55.13.189
NODE-FO-09,FO3.3-S1.3,044636637603100003,10.55.13.190
NODE-FO-09,FO3.3-S1.3,044636637722100045,10.55.13.192
NODE-FO-09,FO3.3-S1.3,044636637603100193,10.55.13.193
NODE-FO-09,FO3.3-S1.3,044636637603100194,10.55.13.194
NODE-FO-09,FO3.3-S1.3,044636637707100064,10.55.13.195
NODE-FO-09,FO3.3-S1.3,044636637708100066,10.55.13.196
NODE-FO-09,FO3.3-S1.3,044636637707100182,10.55.13.197
NODE-FO-09,FO3.3-S1.3,044636637722100046,10.55.13.198
NODE-FO-09,FO3.3-S1.3,044636637722100043,10.55.13.199
NODE-FO-09,FO3.3-S1.3,044636637602100155,10.55.13.200
