cam_id,ip,type,lat,long,status
ACCC8EF80264,10.55.13.84,oerview_cam,18.796811,98.959754,available
ACCC8EF802CD,10.55.13.85,oerview_cam,18.796807,98.959987,available
,10.55.13.95,oerview_cam,18.795495675515745,98.96120330326336,
,10.55.13.92,oerview_cam,,,
ACCC8EF37E38,10.55.13.93,LPR_cam,,,
ACCC8EF37E56,10.55.13.94,LPR_cam,,,
,10.55.13.101,oerview_cam,18.79558695944866,98.96154333145934,
,10.55.13.102,oerview_cam,,,
ACCC8EF37E49,10.55.13.103,LPR_cam,,,
ACCC8EF37E5F,10.55.13.104,LPR_cam,,,
ACCC8EF37DFE,10.55.13.105,LPR_cam,,,
ACCC8EF803C8,10.55.13.111,oerview_cam,18.794244,98.958809,available
ACCC8EF80433,10.55.13.112,oerview_cam,18.793565,98.958806,available
ACCC8EF80775,10.55.13.113,oerview_cam,18.793336,98.958806,available
ACCC8EF37DC3,10.55.13.125,LPR_cam,,,
ACCC8EFD1396,10.55.13.126,LPR_cam,,,
ACCC8EF37C3C,10.55.13.127,LPR_cam,,,
ACCC8EF37C3B,10.55.13.128,LPR_cam,,,
ACCC8EF807BD,10.55.13.141,oerview_cam,18.79582718008821,98.95866070436526,available
ACCC8EF80988,10.55.13.142,oerview_cam,18.795971,98.959085,available
ACCC8EE8767D,10.55.13.151,oerview_cam,18.79654783995019,98.96059429753927,available
ACCC8EF190E8,10.55.13.152,LPR_cam,,,available
ACCC8EF37E89,10.55.13.153,LPR_cam,,,available
ACCC8EF80392,10.55.13.154,oerview_cam,18.795884,98.960570,available
ACCC8EF7F2D3,10.55.14.11,oerview_cam,18.802376,98.954330,available
ACCC8EF802BC,10.55.14.12,oerview_cam,18.802376,98.954330,available
ACCC8EF802F0,10.55.14.13,oerview_cam,18.801848,98.954799,available
ACCC8EF8033E,10.55.14.21,oerview_cam,18.801143,98.954104,available
ACCC8EF80727,10.55.14.22,oerview_cam,18.801188,98.953936,available
ACCC8EF80787,10.55.14.23,oerview_cam,18.801172,98.953390,available
ACCC8EF807B6,10.55.14.31,oerview_cam,18.800599,98.952597,available
ACCC8EF807C1,10.55.14.32,oerview_cam,18.800191,98.951413,available
ACCC8EF807CE,10.55.14.33,oerview_cam,18.800191,98.951413,available
ACCC8EF807DB,10.55.14.41,oerview_cam,18.800372,98.953719,available
ACCC8EF7F2B4,10.55.14.42,oerview_cam,18.800582,98.953608,available
B8A44F199D15,10.55.14.42,oerview_cam,18.80073784093236,98.95344594975039,
ACCC8EF7F360,10.55.14.43,oerview_cam,18.799889,98.953232,available
ACCC8EF80240,10.55.14.44,oerview_cam,18.799978,98.953415,available
B8A44F199D40,10.55.14.44,oerview_cam,18.800379339407574,98.95350879899806,
ACCC8EF802E7,10.55.14.45,oerview_cam,18.80020648518868,98.95323687121618,available
044000076020010012,10.55.14.46,LPR_cam,,,available
044000075831010026,10.55.14.47,LPR_cam,,,available
ACCC8E94B1BD,10.55.14.49,oerview_cam,18.8002337924355,98.95361764172574,available
ACCC8EF17593,10.55.14.51,LPR_cam,18.799599,98.953214,available
ACCC8EF17617,10.55.14.52,LPR_cam,18.799597,98.953357,available
ACCC8EF1764A,10.55.14.53,LPR_cam,18.799443,98.953430,available
ACCC8EF1D530,10.55.14.54,LPR_cam,18.799355,98.953231,available
ACCC8EF80395,10.55.14.55,oerview_cam,18.798957,98.953229,available
ACCC8EF7F2B4,10.55.14.56,oerview_cam,18.79944727823733,98.95321811480295,available
ACCC8EF80240,10.55.14.57,oerview_cam,18.79944727823733,98.95321811480295,
B8A44F19518D,10.55.14.58,,18.798094542144,98.95336665384987,
,,,,,
ACCC8EF80755,10.55.14.61,oerview_cam,18.799388,98.952505,available
ACCC8EF6ADDB,10.55.14.62,OMNI,18.799526,98.951913,available
ACCC8EF80762,10.55.14.63,oerview_cam,18.799043,98.951705,available
ACCC8EF803A4,10.55.14.64,oerview_cam,18.798950524251296,98.95161144251763,
B8A44F19517D,10.55.14.65,oerview_cam,18.79923154056084,98.95255191188396,
B8A44F195179,10.55.14.66,oerview_cam,18.79909724963959,98.95256767394038,
4.47394E+16,10.55.14.67,,18.799303659715072,98.95201337495631,
ACCC8EF6A868,10.55.14.71,OMNI,18.797418,98.954440,available
ACCC8EF6AB58,10.55.14.82,OMNI,18.797576,98.955219,available
ACCC8EF80790,10.55.14.91,oerview_cam,18.799579,98.948181,available
ACCC8EF80947,10.55.14.92,oerview_cam,18.799599,98.948697,available
ACCC8EF8073C,10.55.14.93,oerview_cam,18.799946,98.948245,available
ACCC8EF80973,10.55.14.94,oerview_cam,18.800164,98.948344,available
044000075913010004,10.55.14.95,LPR_cam,18.799946,98.948245,available
044000075913010002,10.55.14.96,LPR_cam,18.799940,98.948329,available
ACCC8EF8024B,10.55.14.97,oerview_cam,18.798722,98.950217,available
ACCC8EF807B8,10.55.14.102,oerview_cam,18.799433,98.949417,available
ACCC8EF37C1D,10.55.14.103,LPR_cam,18.798972,98.950071,available
ACCC8EF37E23,10.55.14.104,LPR_cam,18.798697,98.950382,available
ACCC8EF37C17,10.55.14.105,LPR_cam,18.798856,98.959435,available
,10.55.14.106,oerview_cam,18.799052201062523,98.95021927412621,available
,10.55.14.107,LPR_cam,,,available
,10.55.14.108,LPR_cam,,,available
ACCC8EF802C5,10.55.14.111,oerview_cam,18.801857,98.948567,available
ACCC8EF8096D,10.55.14.112,oerview_cam,18.801443,98.948427,available
ACCC8EF6AEA9,10.55.14.113,OMNI,18.802727,98.948446,available
ACCC8EF8098E,10.55.14.114,oerview_cam,18.8014615590576,98.94840151355504,available
ACCC8EF175A5,10.55.15.11,LPR_cam,18.796524,98.953322,available
ACCC8EF17620,10.55.15.12,LPR_cam,18.796524,98.953322,available
ACCC8EF17630,10.55.15.13,LPR_cam,18.796524,98.953322,available
ACCC8EF1764F,10.55.15.14,LPR_cam,18.796524,98.953322,available
ACCC8EEDDB85,10.55.15.15,180',18.796524,98.953322,available
ACCC8EEDDBA1,10.55.15.16,180',18.796524,98.953322,available
B8A44F0AC535,10.55.15.17,oerview_cam,18.796703715412704,98.95256837718524,available
ACCC8EF6ADF0,10.55.15.21,OMNI,18.796762,98.952098,available
ACCC8EF6ADFB,10.55.15.22,OMNI,18.796757,98.951292,available
ACCC8EF6A867,10.55.15.23,OMNI,18.796907,98.950354,available
ACCC8EF7F2C9,10.55.15.31,oerview_cam,18.797835,98.948115,available
ACCC8EF80455,10.55.15.32,oerview_cam,18.797835,98.948115,available
404542075621010066,10.55.15.41,oerview_cam,18.794286204107966,98.95320346333311,
404542075922010070,10.55.15.42,oerview_cam,18.794600237224785,98.95341775975874,
404542075621010111,10.55.15.43,oerview_cam,,,
404542075621010034,10.55.15.44,oerview_cam,,,
ACCC8EF190D6,10.55.15.45,LPR_cam,18.7939752,98.953265,
ACCC8EF190E6,10.55.15.46,LPR_cam,,,available
ACCC8EF37EA3,10.55.15.47,LPR_cam,,,
ACCC8EF37E68,10.55.15.48,LPR_cam,,,
ACCC8EF8050E,10.55.15.51,oerview_cam,18.794682,98.953387,available
ACCC8EF8073F,10.55.15.52,oerview_cam,18.793669,98.953396,available
ACCC8EF8075A,10.55.15.61,oerview_cam,18.795659,98.957179,available
ACCC8EF6AE99,10.55.15.62,OMNI,18.796038,98.957135,available
ACCC8EF1D54E,10.55.15.63,LPR_cam,18.796046,98.957057,available
ACCC8EF1D5B4,10.55.15.64,LPR_cam,18.796089,98.957292,available
ACCC8EF190F1,10.55.15.65,LPR_cam,18.795882,98.957305,available
ACCC8EF37E6B,10.55.15.66,LPR_cam,18.795753,98.957192,available
ACCC8EF80777,10.55.15.71,oerview_cam,18.798011,98.957357,available
ACCC8EF8079E,10.55.15.72,oerview_cam,18.797727,98.957323,available
ACCC8EF807AE,10.55.15.73,oerview_cam,18.797451,98.957342,available
ACCC8EF8091F,10.55.15.74,oerview_cam,18.797177,98.957332,available
ACCC8EF8023A,10.55.15.75,oerview_cam,18.796719,98.957303,available
ACCC8EF802A3,10.55.15.81,oerview_cam,18.796480,98.954231,available
ACCC8EF804AE,10.55.15.82,oerview_cam,18.796253,98.954628,available
ACCC8EF808F8,10.55.15.83,oerview_cam,18.796043,98.955982,available
ACCC8EF7F2C0,10.55.15.91,oerview_cam,18.792660,98.957502,available
ACCC8EF8098C,10.55.15.92,oerview_cam,18.792646,98.957177,available
ACCC8EE88867,10.55.15.151,oerview_cam,18.793464083865103,98.95454565542435,available
ACCC8EF37E9E,10.55.15.152,LPR_cam,,,available
ACCC8EF37E7B,10.55.15.153,LPR_cam,,,available
Tiandy,10.55.15.161,oerview_cam,,,available
Tiandy,10.55.15.162,oerview_cam,,,available
B8A44F07DE52,10.55.15.163,LPR_cam,,,available
B8A44F07DDFD,10.55.15.164,LPR_cam,,,available
B8A44F07DE68,10.55.15.165,LPR_cam,,,available
B8A44F199D44,10.55.15.171,oerview_cam,18.792661712169895,98.95759377380786,available
B8A44F14EAC5,10.55.15.172,LPR_cam,,,available
B8A44F199C87,10.55.15.173,oerview_cam,18.7925648184608,98.95777661159202,available
B8A44F14EB20,10.55.15.174,LPR_cam,,,available
,10.55.15.181,oerview_cam,18.79695858470804,98.9521686368731,available
,10.55.15.182,oerview_cam,18.797022089913245,98.9521450671719,available
,10.55.15.183,oerview_cam,18.796805828846065,98.95239889472309,available
,10.55.15.184,oerview_cam,18.796819559715736,98.9525113040672,available
,10.55.15.185,oerview_cam,18.796752621715523,98.95303708970896,available
,10.55.15.186,oerview_cam,18.796749188996852,98.95309510743495,available
,10.55.15.187,oerview_cam,18.796848737810055,98.95227923316324,available
,10.55.15.188,oerview_cam,18.796989479135185,98.95228104621718,available
,10.55.15.189,oerview_cam,,,available
,10.55.15.190,oerview_cam,,,available
,10.55.15.191,oerview_cam,18.797202307256995,98.95302983749322,available
,10.55.15.192,oerview_cam,18.797222903512555,98.95308785521918,available
,10.55.15.193,oerview_cam,18.79728812497192,98.9531132379743,available
ACCC8EE8767D,10.55.16.11,oerview_cam,,,
ACCC8EF37E6F,10.55.16.12,LPR_cam,,,
ACCC8EF37E64,10.55.16.13,LPR_cam,,,
ACCC8EE88867,10.55.16.14,oerview_cam,,,
ACCC8EF37E75,10.55.16.15,LPR_cam,,,
ACCC8EF37E80,10.55.16.16,LPR_cam,,,
404756333731050006,10.55.16.17,deep_learn_cam,18.757414886435356,98.94196543148495,
404756333731051030,10.55.16.18,deep_learn_cam,18.757391015418815,98.94219389667583,
044000075910010010,10.55.16.22,LPR_cam,,,
404756333730051069,10.55.16.23,deep_learn_cam,,,
404756333730053072,10.55.16.24,deep_learn_cam,18.75778861676876,98.9282301485272,
044000075913010007,10.55.16.31,LPR_cam,,,
044000075913010008,10.55.16.33,LPR_cam,,,
404756333730050120,10.55.16.34,deep_learn_cam,18.762175590895538,98.92742276810098,
404756333731054001,10.55.16.35,deep_learn_cam,18.762204124889546,98.92743783576752,
044000075831010023,10.55.16.41,LPR_cam,,,
044000075906010016,10.55.16.42,LPR_cam,,,
404756333731054012,10.55.16.44,deep_learn_cam,18.765823989744497,98.93895327882849,
B8A44F5C8F88,10.55.16.45,LPR_cam,,,
B8A44F5C8EDE,10.55.16.46,LPR_cam,,,
404756333731051006,10.55.16.48,deep_learn_cam,18.76477663043602,98.93968567816677,
404756333730051078,10.55.16.49,deep_learn_cam,18.766040411979024,98.93859294767988,
404756333731053005,10.55.16.71,deep_learn_cam,18.764840661695338,98.93959946503706,
044636637722100022,10.55.16.72,oerview_cam,18.763791825709813,98.93603472567828,
404756333730050092,10.55.16.51,deep_learn_cam,18.764129658959668,98.93050723795353,
404756333731051017,10.55.16.52,deep_learn_cam,18.762077523944956,98.9273041899049,
B8A44F5C901A,10.55.16.53,LPR_cam,,,
B8A44F5C8FAD,10.55.16.54,LPR_cam,,,
044636637722100032,10.55.16.61,oerview_cam,18.76180454716708,98.93343574074962,
B8A44F5C8FDB,10.55.16.62,LPR_cam,,,
B8A44F5C8F1A,10.55.16.63,LPR_cam,,,
044636637708100130,10.55.16.64,oerview_cam,18.761464740468043,98.93223931666334,
B8A44F5C8FA2,10.55.16.65,LPR_cam,,,
B8A44F5C8FC8,10.55.16.66,LPR_cam,,,
044636637721100073,10.55.16.81,oerview_cam,18.763814088373692,98.9387878188168,
044636637722100010,10.55.16.82,oerview_cam,18.763639498940524,98.938135871418,
404756333730050113,10.55.16.83,deep_learn_cam,18.76364755874025,98.9375478371909,
404756333731051005,10.55.16.84,deep_learn_cam,18.76373959911678,98.9367940173893,
044636637722100039,10.55.16.85,oerview_cam,18.763647,98.9359286,
044636637707100062,10.55.16.86,oerview_cam,18.763713,98.935784,
044636637708100094,10.55.16.87,oerview_cam,18.761830,98.933401,
044636637722100015,10.55.16.88,oerview_cam,18.7618666,98.9341277,
044636637707100154,10.55.16.89,oerview_cam,18.762078,98.933835,
404756333730051046,10.55.16.90,deep_learn_cam,18.761172,98.935396,
B8A44F5C8A3C,10.55.16.91,LPR_cam,,,
B8A44F5C8FE3,10.55.16.92,LPR_cam,,,
B8A44F5C898D,10.55.16.93,LPR_cam,,,
404756333731054016,10.55.16.94,deep_learn_cam,18.761255,98.935277,
B8A44F8F9830,10.55.16.95,LPR_cam,,,
B8A44F5C8F96,10.55.16.96,LPR_cam,,,
B8A44F5C8FA8,10.55.16.97,LPR_cam,,,
404756333731054017,10.55.16.98,deep_learn_cam,18.761104,98.935905,
404756333731054004,10.55.16.99,deep_learn_cam,18.760868,98.935863,
044636637707100157,10.55.16.100,oerview_cam,18.757738,98.937521,
404756333731054008,10.55.16.101,deep_learn_cam,,,
B8A44F5C8FF5,10.55.16.102,LPR_cam,,,
044636637708100074,10.55.16.103,oerview_cam,18.758521,98.940070,
044636637708100070,10.55.16.104,oerview_cam,18.758732,98.940173,
404756333730050095,10.55.16.105,deep_learn_cam,,,
404756333731051018,10.55.16.106,deep_learn_cam,,,
044636637708100097,10.55.16.107,oerview_cam,18.758166,98.941401,
044636637708100096,10.55.16.108,oerview_cam,,,
044515907509140028,10.55.18.14,PLA,,,
044515907510140118,10.55.18.15,PLA,,,
044515907510140096,10.55.18.16,PLA,18.794618,98.963197,
044515907509140014,10.55.18.17,PLA,18.794100,98.964412,
044515907509140012,10.55.18.18,PLA,,,
044515907511140005,10.55.18.19,PLA,18.794649,98.962877,
044515907511140009,10.55.18.20,PLA,18.794649,98.962877,
044515907509140032,10.55.18.21,PLA,18.794844,98.962758,
044515907509140031,10.55.18.22,PLA,18.794351,98.964127,
044515907514140058,10.55.18.23,PLA,18.794268,98.964298,
044515907510140089,10.55.18.24,PLA,18.794435,98.964881,
044515907509140026,10.55.18.25,PLA,18.794381,98.965063,
044515907509140010,10.55.18.26,PLA,,,
044515907510140085,10.55.18.27,PLA,,,
044515907510140080,10.55.18.28,PLA,18.794225,98.964542,
044515907510140008,10.55.18.29,PLA,18.794094,98.964892,
044515907509140019,10.55.18.30,PLA,,,
044515907509140003,10.55.18.31,PLA,18.794254,98.964937,
044515907509140011,10.55.18.12,PLA,,,
044515907511140014,10.55.18.13,PLA,18.794402,98.963598,
B8A44F0A91EA,10.55.18.32,oerview_cam,18.794503,98.963716,
B8A44F0A92A5,10.55.18.33,oerview_cam,18.794693,98.963650,
B8A44F113775,10.55.18.34,oerview_cam,18.794601,98.963872,
ACCC8EFCD797,10.55.18.41,LPR_cam,,,
ACCC8EFCD7B2,10.55.18.42,LPR_cam,,,
B8A44F199D11,10.55.18.43,oerview_cam,18.794447,98.963714,
